condition,profile_id,gender,year_birth,race,education,income,party,donation,newsletter,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,trust_post_1,distrust_1,funding_5,policy_1_1,policy_2_1,policy_3_1,policy_4_1,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,belief_post_1,concern_1_1,concern_2_1,concern_3_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1
Former skeptics,p00355,1,1986,2,1,5,3,10,Yes,90,95,92,98,99,97,96,95,94,93,91,88,99,0,60,95,50,98,96,85,88,87,90,80,90,95,97,98,95,80,90,92,95,70,85,80,20,30,60,40,50,25
Former skeptics,p00356,1,1984,3,2,1,1,8,Yes,90,95,92,98,96,99,88,85,89,80,90,95,92,0,20,95,20,90,85,90,95,92,88,80,85,95,98,92,80,50,80,90,85,20,75,95,60,80,70,50,90,60
Former skeptics,p00357,2,1949,2,3,3,3,9,Yes,95,90,98,92,96,94,85,95,90,80,88,92,98,2,60,98,70,95,90,88,92,90,96,80,90,92,95,98,95,85,90,92,88,70,80,95,50,60,40,30,70,65
Former skeptics,p00358,1,1973,5,3,2,3,8,Yes,90,95,98,99,100,95,90,85,92,88,97,98,95,0,80,100,20,90,70,75,85,80,95,60,100,95,98,80,90,75,90,100,95,70,85,80,40,60,50,20,70,30
Former skeptics,p00359,1,1997,1,3,2,2,10,Yes,90,95,92,98,99,97,96,94,93,91,95,92,100,0,75,100,70,95,98,96,95,94,92,90,99,99,97,96,98,100,95,98,97,90,99,96,80,95,85,60,90,92
Former skeptics,p00360,2,1974,1,1,1,3,8,No,90,95,92,98,99,97,85,88,87,95,96,90,80,10,60,90,20,85,80,75,80,82,95,50,95,80,95,90,85,70,85,98,80,30,90,95,60,70,80,50,90,80
Former skeptics,p00361,2,2003,2,2,5,1,10,Yes,90,92,95,98,99,97,96,94,93,91,89,88,95,5,50,98,92,95,97,92,93,94,96,91,90,98,99,100,98,85,95,98,90,82,96,94,70,80,60,40,90,95
Former skeptics,p00362,1,2006,1,3,4,3,8,Yes,85,90,92,95,98,96,88,90,92,85,95,80,95,0,70,95,70,92,85,80,85,82,90,75,98,98,96,95,90,90,92,95,85,75,88,90,80,85,90,70,92,95
Former skeptics,p00363,1,1998,1,3,2,3,9,Yes,80,85,90,95,98,96,92,94,93,88,99,91,95,2,70,95,80,98,96,85,88,90,92,75,98,94,97,95,92,92,96,98,94,90,97,99,45,78,62,30,92,85
Former skeptics,p00364,1,1985,1,4,4,3,8,Yes,90,95,92,98,96,97,85,88,91,95,94,92,95,0,60,90,20,95,80,70,80,75,85,60,90,80,85,90,85,70,60,90,80,40,85,95,70,80,90,50,85,75
Former skeptics,p00365,1,1949,1,3,2,3,8,Yes,80,85,90,95,92,88,80,82,90,85,95,88,92,0,70,95,60,90,80,80,90,85,92,78,90,95,92,85,85,80,90,88,95,72,85,92,60,80,90,50,85,75
Former skeptics,p00366,1,1971,1,3,1,2,10,Yes,95,98,99,100,100,100,95,98,99,80,90,85,100,0,60,100,60,90,80,80,90,85,95,70,95,95,98,99,100,100,90,95,80,70,85,90,60,70,80,50,85,90
Former skeptics,p00367,2,1994,3,2,4,1,10,Yes,90,95,92,98,99,97,96,94,93,88,91,89,95,0,80,99,80,99,97,92,95,94,98,96,98,98,99,95,99,99,98,97,96,80,99,99,40,70,50,30,80,60
Former skeptics,p00368,1,2007,1,3,1,2,9,No,95,95,98,98,99,97,90,95,96,80,92,88,85,10,50,95,20,90,85,78,85,80,88,65,95,80,92,95,90,60,70,90,85,40,80,95,30,90,60,20,85,70
Former skeptics,p00369,1,1972,1,3,4,3,10,Yes,90,92,95,98,99,97,96,94,93,91,88,86,95,5,75,98,20,99,97,80,90,92,95,70,98,90,95,85,85,70,80,85,90,60,75,80,50,70,85,40,90,80
Former skeptics,p00370,1,1949,1,2,5,3,9,Yes,90,92,95,98,99,98,96,97,95,92,95,93,99,0,50,90,20,85,75,85,92,88,95,60,95,95,96,90,90,80,85,90,95,75,80,95,60,70,50,20,90,80
Former skeptics,p00371,1,1936,1,4,5,2,8,Yes,95,92,98,99,97,96,95,94,93,91,90,88,85,0,80,98,0,99,95,94,95,96,97,91,98,92,93,97,92,98,99,95,94,91,96,97,80,92,94,75,88,85
Former skeptics,p00372,2,1971,3,3,1,3,8,Yes,90,95,92,98,96,97,99,100,95,85,90,80,95,5,20,95,5,98,92,70,80,85,90,60,100,100,100,90,90,80,95,100,85,75,90,98,80,95,70,60,90,85
Former skeptics,p00373,1,1959,1,3,1,2,6,Yes,95,92,90,98,99,97,95,96,94,88,91,85,100,0,20,98,20,95,80,80,92,85,90,60,90,95,90,85,95,60,80,92,95,40,85,90,70,80,50,30,60,40
Former skeptics,p00374,2,1942,1,3,2,2,7,No,90,95,92,98,96,99,100,95,94,92,90,88,95,2,50,98,10,90,80,80,85,82,88,60,100,95,98,90,90,50,70,85,95,40,80,90,50,60,70,40,80,65
Former skeptics,p00375,2,1949,1,4,3,3,7,Yes,80,85,90,95,98,99,92,88,96,94,97,90,99,0,60,98,90,99,97,75,85,80,95,60,95,96,98,95,98,80,90,95,92,85,88,98,60,70,80,40,85,75
Former skeptics,p00376,2,1998,1,6,3,2,10,Yes,95,90,92,98,96,99,95,97,94,85,92,88,98,2,75,95,20,99,90,92,94,93,98,80,90,98,97,95,95,80,85,90,92,88,95,96,80,90,85,70,95,92
Former skeptics,p00377,2,1952,1,4,2,3,8,Yes,90,95,92,98,96,97,99,100,95,92,91,94,98,2,50,90,20,98,85,70,85,82,95,60,95,95,99,80,80,60,90,98,95,40,85,90,20,60,50,10,80,30
Former skeptics,p00378,2,1968,2,2,1,1,6,Yes,80,90,85,95,92,98,88,96,94,95,97,99,92,2,60,98,2,99,96,88,92,90,95,80,98,95,98,92,90,85,90,98,95,70,88,92,80,90,95,75,98,85
Former skeptics,p00379,2,1996,1,3,1,3,7,Yes,90,95,92,98,96,97,99,100,95,90,92,88,98,0,40,98,20,99,90,80,85,90,95,50,95,95,97,92,90,80,90,95,85,70,80,90,50,60,40,20,80,30
Former skeptics,p00380,1,1987,3,6,4,1,10,Yes,90,95,98,92,96,94,99,100,98,80,95,90,85,5,20,95,10,90,80,60,70,65,85,40,98,95,98,80,80,70,85,90,75,60,80,90,50,70,40,20,80,60
Former skeptics,p00381,1,1941,1,2,4,3,10,No,95,90,92,98,96,97,99,95,94,90,92,88,98,2,60,95,50,98,92,85,92,88,90,75,95,99,98,95,90,80,90,92,95,75,85,90,40,60,50,20,80,30
Former skeptics,p00382,2,2006,3,4,4,2,8,Yes,90,95,92,98,99,97,96,94,93,91,88,92,95,2,80,99,80,98,95,92,95,94,97,88,98,97,99,98,98,85,90,95,92,80,88,90,60,95,85,75,80,70
Former skeptics,p00383,2,1977,1,1,4,3,9,Yes,95,90,92,98,96,97,95,94,93,99,100,98,80,15,20,100,50,90,95,80,90,85,95,75,90,98,99,80,85,70,85,90,95,60,80,90,40,50,20,30,70,80
Former skeptics,p00384,1,1985,4,3,5,2,8,Yes,95,90,92,98,97,99,96,95,94,85,92,80,90,5,60,95,20,90,85,90,92,91,88,80,95,98,97,95,95,80,92,90,85,75,88,95,30,90,85,60,80,70
Former skeptics,p00385,1,1997,5,3,4,3,10,Yes,90,92,95,98,99,97,94,96,93,91,89,85,95,2,50,95,20,98,90,80,85,90,92,75,100,95,100,92,95,70,80,90,95,60,85,90,50,80,70,40,60,65
Former skeptics,p00386,1,1954,1,2,2,3,6,Yes,85,90,92,95,98,95,85,90,92,80,88,95,97,5,60,98,80,92,90,80,85,90,95,70,98,95,98,85,92,80,90,92,95,60,85,90,40,80,50,20,60,30
Former skeptics,p00387,1,1987,3,4,5,3,8,Yes,95,92,98,97,99,96,99,100,98,95,97,92,90,5,75,100,60,95,90,88,92,90,98,85,100,98,99,95,95,70,80,90,85,60,75,95,50,80,70,40,90,60
Former skeptics,p00388,2,1998,1,2,5,2,8,Yes,90,95,92,98,97,96,99,100,95,92,98,94,96,2,70,98,0,99,95,92,94,93,91,85,100,100,100,98,95,80,90,95,88,75,92,98,60,80,90,40,95,85
Former skeptics,p00389,1,2002,2,2,4,1,7,No,95,90,92,98,96,99,88,85,91,80,94,76,90,2,40,85,20,95,92,78,88,82,90,75,92,70,88,50,80,60,80,90,85,40,75,92,60,80,90,20,75,50
Former skeptics,p00390,1,1958,1,1,4,3,10,Yes,80,85,90,95,92,88,75,70,85,80,92,90,95,5,60,95,60,90,85,85,90,88,92,80,95,95,92,80,90,70,90,85,95,60,80,92,40,50,30,70,60,50
Former skeptics,p00391,1,1998,3,2,4,3,7,Yes,90,95,92,98,99,97,96,94,93,91,89,88,85,10,25,98,20,90,85,85,92,88,95,80,95,95,96,92,90,60,70,80,75,65,85,90,30,50,40,20,80,60
Former skeptics,p00392,1,2001,2,3,3,1,9,Yes,90,95,98,92,96,94,99,97,95,98,96,94,92,4,60,98,80,99,95,88,92,90,96,82,98,96,97,90,95,70,80,95,85,40,90,95,60,80,90,30,85,75
Former skeptics,p00393,2,1995,1,2,1,2,10,Yes,90,95,92,98,96,97,99,95,94,85,88,92,98,2,60,100,80,98,90,80,85,90,95,70,100,95,98,100,95,85,90,92,95,80,90,98,70,85,60,50,95,80
Former skeptics,p00394,1,1963,1,2,3,3,8,Yes,90,95,92,98,97,96,99,100,99,95,98,92,96,0,50,100,20,98,90,88,95,92,95,60,95,98,99,95,90,80,70,90,85,60,75,80,40,70,30,50,60,20
Former skeptics,p00395,3,1946,1,3,1,3,7,Yes,90,95,92,98,99,96,85,80,88,70,75,65,90,5,20,95,30,98,80,70,75,85,90,40,95,90,95,85,80,70,60,80,90,50,75,85,40,70,20,60,80,50
Former skeptics,p00396,1,1985,3,5,4,2,8,Yes,95,92,98,99,98,97,96,95,94,92,90,88,100,0,50,100,30,90,80,85,90,88,95,80,95,98,95,92,80,60,90,100,80,30,95,98,50,60,80,20,95,90
Former skeptics,p00397,1,1982,3,3,3,3,9,Yes,95,90,92,98,96,99,95,97,94,88,92,90,100,0,50,95,30,98,90,85,88,90,92,70,98,98,99,92,95,85,90,95,88,75,92,98,40,80,90,60,95,85
Former skeptics,p00398,1,1994,2,2,3,3,8,Yes,95,92,96,98,99,97,94,93,95,90,91,88,80,20,50,95,40,90,85,70,75,80,90,65,90,80,85,60,85,70,90,95,80,65,85,75,30,90,80,60,85,75
Former skeptics,p00399,1,1985,3,5,2,3,8,No,90,95,98,95,92,91,96,99,98,95,97,93,98,2,80,98,20,99,96,92,94,93,95,88,100,95,97,94,95,80,85,90,88,75,95,92,40,85,80,50,90,70
Former skeptics,p00400,1,2002,1,5,5,2,9,Yes,90,95,98,100,99,97,99,96,98,90,95,92,100,0,50,100,0,95,90,85,95,92,98,75,98,100,99,98,100,90,95,98,99,85,92,96,60,80,90,40,70,50
High public trust,p00401,2,2001,1,5,1,2,7,Yes,90,92,95,98,96,97,94,93,99,95,98,96,99,2,25,99,50,90,95,92,93,94,98,80,97,96,98,92,95,99,95,97,96,75,92,99,85,95,50,60,90,70
High public trust,p00402,2,1990,1,3,4,3,9,Yes,80,85,90,95,92,89,88,91,87,84,86,83,95,5,60,95,10,98,92,80,85,82,90,75,98,90,98,85,90,95,90,92,88,80,85,95,75,90,60,20,85,80
High public trust,p00403,1,1942,2,1,2,3,10,Yes,60,65,55,75,80,85,90,92,88,70,95,80,40,20,50,70,20,90,85,85,90,88,92,80,95,95,98,96,60,80,90,95,85,70,88,92,60,80,90,40,70,85
High public trust,p00404,2,1954,2,3,3,3,8,Yes,95,98,96,99,100,97,99,98,96,95,97,99,85,5,75,100,20,95,80,90,95,93,98,70,92,90,95,98,80,70,85,98,80,20,90,95,50,70,80,20,90,85
High public trust,p00405,2,2000,1,1,1,3,2,Yes,40,45,35,60,55,65,30,25,20,50,58,52,40,55,80,90,10,85,95,60,65,55,45,40,30,60,80,70,70,50,65,75,55,20,40,60,10,15,8,12,18,5
High public trust,p00406,2,1962,1,3,5,3,8,No,90,92,88,95,98,96,91,93,94,97,99,92,85,10,45,85,30,80,60,90,95,92,88,40,95,70,80,90,80,70,85,95,90,50,80,85,20,60,40,30,80,50
High public trust,p00407,1,1997,5,2,2,3,5,Yes,80,85,90,95,98,92,88,80,85,75,90,92,75,0,25,98,80,92,90,88,92,85,95,82,95,95,98,85,90,80,85,90,95,75,85,80,70,90,80,65,85,75
High public trust,p00408,2,1999,1,4,4,1,6,No,80,85,90,95,92,88,76,78,82,75,80,85,45,30,20,95,60,90,85,55,65,70,80,50,60,70,80,65,90,40,50,60,45,35,30,25,20,15,10,5,12,8
High public trust,p00409,1,1944,1,2,3,3,9,No,90,92,95,98,99,97,88,90,92,85,95,80,75,10,40,95,20,98,95,70,80,75,90,60,90,85,90,80,85,90,95,98,92,60,85,90,25,50,75,40,80,60
High public trust,p00410,1,1991,3,2,5,3,9,Yes,90,95,92,98,97,96,99,100,98,95,97,92,85,15,50,100,70,90,80,80,85,82,95,60,98,95,98,92,90,100,90,95,85,80,90,92,60,95,70,40,80,85
High public trust,p00411,1,2002,1,4,3,1,2,Yes,40,50,45,80,85,90,60,65,70,50,55,40,20,80,30,80,20,90,70,40,45,50,60,30,10,50,60,80,70,10,30,40,20,15,25,35,20,30,10,40,50,25
High public trust,p00412,1,1991,3,2,1,3,5,No,80,85,90,95,98,99,80,85,90,95,98,99,60,20,30,95,40,90,80,60,70,65,85,50,90,80,85,95,80,70,80,90,85,65,75,70,50,60,40,30,55,45
High public trust,p00413,2,1945,1,3,1,3,5,Yes,80,85,90,95,92,88,78,80,85,70,65,60,40,20,50,95,60,80,85,85,92,88,90,75,90,90,95,98,80,70,80,85,90,60,75,95,40,50,30,20,60,50
High public trust,p00414,1,1989,4,2,5,1,10,No,60,75,80,85,90,92,88,95,98,70,65,75,40,20,20,85,10,95,90,50,55,58,60,45,60,70,80,85,80,80,95,98,92,85,90,95,20,30,40,60,50,35
High public trust,p00415,2,1944,1,2,3,3,8,No,85,90,88,95,92,94,96,98,99,75,80,85,90,10,60,98,20,99,90,90,92,88,95,80,95,98,95,92,95,85,90,95,88,60,80,85,50,70,40,20,80,60
High public trust,p00416,2,1995,1,4,1,1,10,No,30,35,40,45,50,55,20,25,30,45,50,55,0,100,20,90,10,95,80,15,30,45,60,75,40,50,60,70,80,30,40,55,50,35,45,60,10,20,25,15,30,40
High public trust,p00417,2,1981,1,3,2,3,7,Yes,90,92,95,98,96,97,94,93,95,88,90,92,80,5,40,95,10,90,85,78,80,82,92,50,85,80,95,90,95,70,95,98,90,40,80,95,30,70,20,60,50,40
High public trust,p00418,1,1988,1,2,4,3,10,Yes,70,80,75,95,90,85,88,92,80,60,65,70,90,5,30,98,20,99,90,80,90,85,95,75,95,95,92,85,85,75,80,90,95,70,85,90,50,60,40,80,70,60
High public trust,p00419,2,1991,1,4,2,3,8,Yes,80,90,85,95,92,88,76,82,78,65,75,70,68,15,50,98,20,90,80,60,70,65,85,50,90,85,92,95,95,65,70,80,90,60,75,85,25,40,45,10,50,30
High public trust,p00420,1,1959,4,1,3,3,10,No,70,80,75,90,85,92,95,98,96,99,100,97,85,15,60,95,85,90,92,88,92,91,89,86,95,98,99,95,90,80,85,90,88,75,80,92,50,60,70,40,80,85
High public trust,p00421,2,1966,1,4,5,3,9,Yes,95,92,98,99,97,96,94,91,93,90,89,88,92,8,50,98,6,97,96,92,97,96,99,91,98,95,99,98,95,90,91,94,93,92,95,96,45,85,78,23,72,55
High public trust,p00422,2,2000,1,5,5,1,8,Yes,80,85,90,95,92,88,70,75,80,60,65,55,25,20,30,90,20,95,80,40,45,42,48,38,50,60,55,70,95,40,90,95,85,25,80,90,20,40,60,10,30,50
High public trust,p00423,2,1996,4,3,4,2,8,No,90,95,92,98,97,96,99,100,95,85,90,95,80,20,50,95,50,100,90,85,95,90,92,80,100,98,99,95,90,80,100,90,85,60,95,80,70,90,85,40,95,80
High public trust,p00424,2,1964,1,3,3,3,8,Yes,90,92,95,98,99,97,94,93,96,91,99,98,85,5,75,90,60,92,85,92,98,96,95,88,95,80,95,90,80,88,92,98,96,85,90,95,80,90,70,60,85,75
High public trust,p00425,2,1998,1,2,2,3,9,Yes,80,90,85,95,92,88,76,82,90,75,80,85,60,20,40,90,20,95,85,65,85,75,80,45,90,80,90,95,70,60,70,85,80,50,75,90,70,85,60,40,80,50
High public trust,p00426,1,1943,1,2,5,1,0,No,70,85,80,95,98,92,60,65,75,40,45,30,10,90,80,60,30,70,55,85,95,90,80,75,20,20,25,35,50,40,45,50,55,30,35,40,10,20,25,15,30,35
High public trust,p00427,1,1963,1,3,3,2,9,Yes,90,92,95,98,99,97,96,94,93,91,89,88,95,5,75,95,70,92,90,85,92,88,95,80,99,98,99,95,90,85,92,90,88,75,80,85,60,70,40,30,80,50
High public trust,p00428,1,1960,1,4,1,3,2,Yes,70,80,75,90,95,85,60,55,65,40,50,70,20,80,25,85,50,90,70,60,70,65,80,55,90,40,45,60,95,85,95,90,70,55,80,85,30,40,20,10,50,25
High public trust,p00429,2,1985,1,4,2,1,2,No,50,55,60,80,85,82,45,50,60,70,80,65,40,30,25,80,20,90,85,40,45,50,55,30,60,60,70,80,70,40,55,65,60,30,45,50,20,30,40,10,60,50
High public trust,p00430,1,1991,1,2,5,1,0,No,20,25,22,18,12,15,8,10,5,7,3,2,5,80,60,80,5,85,65,40,45,38,50,30,20,40,35,20,75,10,70,80,60,5,75,65,15,30,25,50,40,20
High public trust,p00431,1,1939,3,2,3,3,8,Yes,90,92,95,98,96,99,94,92,91,89,90,93,80,10,70,96,70,92,85,90,92,94,95,80,95,90,95,92,85,80,90,96,85,75,80,92,50,60,70,40,80,65
High public trust,p00432,1,2008,3,2,2,2,9,Yes,90,92,95,98,96,97,99,100,99,95,98,97,90,5,70,100,80,95,90,80,90,85,95,60,100,98,99,100,95,90,95,97,92,85,98,90,60,80,50,30,95,90
High public trust,p00433,1,1971,2,5,1,4,8,Yes,90,95,92,98,99,97,96,94,93,91,90,92,95,2,40,98,20,95,80,95,97,96,99,50,98,90,98,85,99,90,95,96,80,20,85,90,60,70,30,80,95,80
High public trust,p00434,1,1998,1,5,5,2,10,Yes,95,92,98,97,96,94,91,93,92,90,95,94,99,2,80,100,90,99,98,90,92,91,95,88,98,95,97,96,100,98,99,100,98,95,97,99,85,88,92,80,90,95
High public trust,p00435,1,2001,4,3,4,2,7,Yes,95,92,98,96,97,95,99,100,98,99,98,95,90,5,60,90,5,95,85,90,95,92,98,80,80,95,98,92,85,80,90,95,85,70,90,92,80,95,90,60,85,75
High public trust,p00436,1,1990,1,2,2,3,8,No,80,85,90,95,92,88,75,80,85,60,70,50,40,20,30,95,60,90,80,70,85,80,90,50,90,80,85,90,80,70,85,95,80,60,90,85,40,70,50,20,80,60
High public trust,p00437,2,1999,2,3,5,2,8,Yes,98,99,100,100,100,100,95,98,99,95,90,80,100,0,75,100,20,90,80,85,90,80,95,75,98,95,98,99,95,85,90,95,80,70,85,90,50,60,75,20,70,65
High public trust,p00438,1,2002,1,5,3,3,9,Yes,90,92,95,98,97,96,94,93,99,85,89,95,95,0,75,98,20,95,90,88,91,89,92,86,90,96,97,85,85,80,95,92,88,70,85,90,40,95,60,50,80,70
High public trust,p00439,1,1941,1,4,3,3,10,Yes,85,90,92,95,98,97,96,99,100,85,90,92,95,5,60,90,20,95,80,95,97,96,99,98,98,99,100,95,80,90,85,98,92,80,95,90,40,60,30,20,80,50
High public trust,p00440,2,1987,1,2,2,1,8,No,50,60,55,80,85,75,65,70,60,30,40,20,50,20,0,80,10,90,85,40,45,50,60,30,60,60,65,70,70,40,80,90,85,60,70,75,0,20,10,40,30,15
High public trust,p00441,1,1942,3,3,2,3,8,No,80,85,82,90,92,88,95,96,98,95,97,99,85,5,20,95,60,98,90,85,90,88,92,80,90,100,99,95,95,80,95,98,92,85,90,95,20,80,50,30,90,70
High public trust,p00442,1,1994,2,2,4,3,8,Yes,85,90,88,95,92,96,98,99,97,90,95,80,95,2,60,95,60,90,85,85,92,88,95,80,98,98,99,95,90,70,90,95,80,50,85,70,60,70,80,40,90,85
High public trust,p00443,2,2005,5,3,5,4,8,No,90,95,92,98,97,96,99,100,98,95,94,96,99,1,85,98,30,99,95,92,95,94,97,80,98,100,100,90,100,98,99,100,95,70,90,98,80,95,90,70,95,85
High public trust,p00444,2,2005,3,4,5,1,8,No,85,90,95,80,92,88,76,84,82,75,91,86,20,80,5,90,10,95,88,68,72,70,80,40,60,60,70,50,85,80,90,92,88,60,85,80,20,50,70,10,30,40
High public trust,p00445,2,1936,1,5,5,3,8,Yes,90,95,92,98,96,94,99,97,95,85,90,92,96,2,80,95,60,95,80,92,98,96,95,90,100,99,100,98,95,90,95,96,94,80,92,98,75,90,85,70,80,88
High public trust,p00446,1,1949,1,1,2,1,5,No,25,20,15,10,5,0,45,35,25,10,20,30,0,100,80,80,0,90,85,30,40,35,50,20,60,70,75,80,95,65,90,95,85,60,80,90,20,50,30,10,40,25
High public trust,p00447,1,1981,2,4,2,1,2,No,50,60,70,80,85,75,55,60,65,40,45,50,20,30,25,80,20,90,95,70,75,80,85,50,80,60,70,80,60,20,50,75,90,10,80,95,20,40,60,30,80,50
High public trust,p00448,1,1939,1,3,5,3,8,Yes,90,95,92,98,96,97,94,93,95,91,99,89,85,5,60,95,60,98,92,75,85,82,90,70,90,90,95,85,80,80,90,95,92,70,85,80,60,90,95,50,80,70
High public trust,p00449,1,1939,1,4,4,3,7,Yes,85,90,92,98,96,95,88,90,89,80,85,92,95,0,60,98,70,99,95,92,95,93,91,88,98,95,96,98,90,80,90,92,88,70,85,95,20,40,60,10,70,30
High public trust,p00450,1,1991,1,5,4,3,8,Yes,85,88,90,95,92,89,98,96,97,93,94,99,92,5,20,98,88,99,96,92,95,93,98,90,95,95,97,98,80,80,85,90,92,88,95,97,60,80,90,40,70,60
Measurement & modeling (2),p00451,2,1979,1,5,4,2,10,Yes,95,98,97,99,100,100,95,98,97,90,95,80,100,0,70,100,50,90,80,80,85,82,95,60,90,95,98,90,100,100,90,100,95,80,85,90,50,70,60,30,80,60
Measurement & modeling (2),p00452,1,1968,1,4,1,3,7,Yes,80,85,90,95,92,88,78,82,84,76,80,88,90,0,50,98,60,99,95,92,95,93,96,85,95,92,96,98,98,85,90,95,88,82,92,98,60,70,80,50,90,85
Measurement & modeling (2),p00453,2,1936,3,4,3,1,8,Yes,95,90,92,98,96,99,85,88,89,75,80,95,90,5,40,95,10,98,90,60,65,62,85,50,70,85,90,95,80,80,90,98,85,70,95,88,40,80,50,60,70,55
Measurement & modeling (2),p00454,2,1984,1,3,5,1,10,Yes,90,85,92,95,98,97,80,88,90,85,95,92,60,20,50,98,80,95,92,80,85,82,88,75,90,90,95,85,98,98,95,98,92,90,96,94,30,70,85,20,80,90
Measurement & modeling (2),p00455,1,1959,1,3,5,3,8,Yes,90,92,95,98,99,97,94,96,93,91,99,90,95,5,80,85,60,95,80,92,95,93,96,90,85,95,98,92,75,70,85,90,95,80,75,92,60,70,85,40,95,80
Measurement & modeling (2),p00456,2,1970,1,2,2,1,8,No,70,80,85,95,90,92,60,75,80,50,40,30,20,10,60,95,10,98,92,70,85,80,90,50,80,70,85,90,90,95,80,98,95,80,90,92,10,20,30,40,50,60
Measurement & modeling (2),p00457,2,1995,1,3,3,1,9,Yes,95,90,92,98,96,97,88,80,85,65,75,60,72,28,50,90,20,95,85,80,85,82,92,78,90,88,92,60,95,70,90,98,95,20,85,92,40,60,50,30,80,70
Measurement & modeling (2),p00458,1,1982,1,1,3,3,9,Yes,90,95,92,98,99,96,88,85,89,70,80,60,75,0,20,95,20,92,90,92,98,96,94,88,95,98,99,80,85,85,90,92,88,20,95,98,50,80,60,20,70,40
Measurement & modeling (2),p00459,1,1971,1,4,1,1,8,No,80,85,90,95,92,88,78,82,80,60,50,65,45,30,20,95,0,98,90,90,95,92,88,80,70,60,65,75,85,70,85,95,80,60,90,95,20,35,50,40,60,30
Measurement & modeling (2),p00460,1,1995,1,3,4,2,10,Yes,90,95,92,98,99,97,96,95,94,88,90,92,98,0,75,98,70,92,95,85,92,90,95,80,99,96,99,98,95,85,90,95,88,70,92,98,60,90,85,40,95,88
Measurement & modeling (2),p00461,1,1964,5,5,4,2,9,Yes,95,90,92,98,96,97,95,94,93,91,92,88,98,0,85,98,85,99,97,92,94,93,95,90,95,95,96,98,99,95,99,98,97,92,96,94,80,95,85,75,90,92
Measurement & modeling (2),p00462,2,1972,1,1,2,1,3,Yes,40,60,50,80,90,70,30,20,40,50,60,70,10,80,20,80,10,90,60,40,60,50,70,30,0,50,40,30,50,70,80,90,60,40,50,70,10,20,30,40,50,60
Measurement & modeling (2),p00463,2,1943,1,4,2,1,6,No,90,85,92,95,97,96,98,99,94,88,89,91,85,5,20,90,20,95,80,75,85,82,92,50,95,98,99,96,80,60,90,95,80,50,85,92,40,60,80,10,90,50
Measurement & modeling (2),p00464,2,1988,1,2,3,2,10,Yes,90,95,92,98,97,96,99,95,94,90,92,88,95,5,80,98,60,95,92,92,95,94,96,80,98,99,100,98,90,85,95,97,96,80,90,98,50,70,30,20,60,40
Measurement & modeling (2),p00465,1,1972,1,2,4,3,6,Yes,80,85,90,95,92,88,78,76,82,62,58,40,60,20,55,85,30,90,80,68,72,70,88,58,80,82,88,95,75,72,85,90,80,55,78,82,45,60,30,40,70,50
Measurement & modeling (2),p00466,1,1980,1,3,4,1,5,No,80,90,85,95,92,88,60,65,58,32,28,18,20,5,75,95,70,98,92,88,92,90,85,75,80,80,85,90,85,60,70,95,85,80,90,92,10,40,30,20,80,50
Measurement & modeling (2),p00467,1,1979,1,2,1,2,9,Yes,90,95,92,98,99,97,96,94,93,91,88,90,95,5,60,100,70,95,98,80,85,82,90,40,100,98,99,97,98,90,95,98,96,80,92,97,20,80,40,50,60,70
Measurement & modeling (2),p00468,1,1983,1,4,4,1,8,No,90,95,92,98,99,97,80,85,88,95,98,92,70,10,50,95,10,98,92,70,80,75,90,50,60,80,90,95,85,60,85,98,95,40,80,90,10,85,70,20,80,60
Measurement & modeling (2),p00469,1,1988,3,2,1,2,9,Yes,95,92,90,98,97,96,99,95,94,88,85,78,90,5,60,98,5,95,92,80,85,82,90,65,98,90,94,75,92,85,80,92,88,45,82,95,20,30,10,40,50,35
Measurement & modeling (2),p00470,2,1973,4,3,2,2,7,Yes,95,90,92,98,96,97,99,100,99,95,96,98,100,0,80,95,10,96,92,92,93,94,98,80,90,98,99,95,95,85,90,92,88,70,95,98,80,90,85,60,95,80
Measurement & modeling (2),p00471,2,1983,1,5,4,3,10,Yes,85,90,92,95,97,98,92,94,96,99,95,97,85,0,75,98,0,99,100,90,92,94,96,78,98,95,97,96,95,98,99,100,95,94,96,97,75,90,85,65,95,80
Measurement & modeling (2),p00472,2,1980,1,5,1,1,8,Yes,90,92,95,98,99,97,85,90,88,70,60,50,80,20,40,95,10,98,92,60,80,70,90,40,95,80,90,85,90,70,80,95,98,10,90,80,60,70,40,20,50,30
Measurement & modeling (2),p00473,1,2008,5,3,5,3,9,Yes,95,92,98,97,96,94,99,100,98,90,92,95,100,0,60,90,40,95,85,85,95,92,98,80,98,99,100,98,90,60,90,95,80,50,70,85,80,95,90,60,98,92
